Generation	Route	Itteration	Cost
0	1	10411	2695276866.0
0	2	16984	3976890727.0
0	3	10462	2553182454.0
0	4	10434	3175406408.0
0	5	10434	2710892127.0
1	1	10462	2553182454.0
1	2	10485	2369117846.0
1	3	10474	2639027815.0
1	4	10474	2999449920.0
1	5	10434	2659943655.0
1	2		2369117846.0
